"","CHEMICAL_NAME","STUDY_TITLE","ACCESSION_NUMBER","ORGANIZATION_NAME","STUDY_CONCLUSION","DEPOSITOR_STUDY_NUMBER","DOSE","DOSE_UNIT","START_DATE","TRIAL_RESULT","MICROSOMAL_ACTIVATION_USED","MICROSOMAL_ACTIVATION_SPECIES","PROTOCOL_TYPE","GROUP_NAME","IS_CONTROL_GROUP","STRAIN","TREATMENT_GROUP_TYPE","SUBJECT_NAME","TIME_IN_STUDY","TIME_IN_STUDY_UNIT","BKGRD","COUNT","COUNT_UNIT","COUNT_SEM","COUNT_MEAN","newCount","logDose","RESULT"
"1750241","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",500,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","9_3_500.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",16,154,154,0.0888765591359886,"0"
"1750535","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","1_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","1_8_5000.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,9,"count",NA,NA,9,0.0933321830063787,"0"
"1750536","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","1_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",18.2,45,45,0.0811434364268471,"0"
"1750537","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","5_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","5_8_5000.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,13,"count",NA,NA,13,0.090235258713692,"0"
"1750538","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","5_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","5_8_5000.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,11,"count",NA,NA,11,0.0916162982351014,"0"
"1750539","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","5_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","5_8_5000.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,17,"count",NA,NA,17,0.0881025712052503,"0"
"1750540","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","5_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",1.8,14,14,0.0896358501554643,"0"
"1750543","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","6_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","6_8_5000.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,70,"count",NA,NA,70,0.0783349840638812,"0"
"1750544","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","6_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",5.6,81,81,0.0774494811113576,"0"
"1750545","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","7_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","7_8_5000.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,80,"count",NA,NA,80,0.0775240683919029,"0"
"1750548","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","7_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",5.9,73,73,0.0780783199457962,"0"
"1750550","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","8_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","8_8_5000.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,24,"count",NA,NA,24,0.0855048207309394,"0"
"1750551","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","8_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","8_8_5000.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,15,"count",NA,NA,15,0.0890849280530072,"0"
"1750843","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","9_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","9_8_5000.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,105,"count",NA,NA,105,0.0759234942363685,"0"
"1750844","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","9_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","9_8_5000.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,99,"count",NA,NA,99,0.0762641950990004,"0"
"1750845","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","9_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","9_8_5000.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,86,"count",NA,NA,86,0.0770918458721662,"0"
"1750846","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",5000,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","9_8_5000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",5.6,97,97,0.0763830827831472,"0"
"1750847","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","1_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","1_4_750.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,74,"count",NA,NA,74,0.0915404009508285,"0"
"1750848","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","1_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","1_4_750.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,72,"count",NA,NA,72,0.0917705719228862,"0"
"1750850","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","1_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",3.4,76,76,0.0913174747197677,"0"
"1750851","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","5_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","5_4_750.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,13,"count",NA,NA,13,0.108872895306791,"0"
"1750852","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","5_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","5_4_750.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,18,"count",NA,NA,18,0.105147551322831,"0"
"1750854","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","5_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",1.5,16,16,0.106466091038256,"0"
"1750855","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","6_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","6_4_750.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,110,"count",NA,NA,110,0.0883349028482905,"0"
"1750858","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","No Activation","N/A","Preincubation","6_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",4.3,110,110,0.0883349028482905,"0"
"1751154","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","7_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",1.5,88,88,0.090111115846571,"0"
"1751155","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","8_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","8_4_750.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,29,"count",NA,NA,29,0.100126469377841,"0"
"1751156","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","8_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","8_4_750.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,17,"count",NA,NA,17,0.105783316167217,"0"
"1751157","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","8_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","8_4_750.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,15,"count",NA,NA,15,0.107202698367152,"0"
"1751158","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","8_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",4.4,20,20,0.103995448126643,"0"
"1751159","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","9_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","9_4_750.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,153,"count",NA,NA,153,0.0858331440586584,"0"
"1751160","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","9_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","9_4_750.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,160,"count",NA,NA,160,0.0855048207309394,"0"
"1751162","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",750,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","9_4_750.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",2.3,155,155,0.0857375696611957,"0"
"1751164","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","10_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","10_5_1000.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,85,"count",NA,NA,85,0.0881025712052503,"0"
"1751165","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","10_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","10_5_1000.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,86,"count",NA,NA,86,0.0880118792607591,"0"
"1751166","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","10_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",2.5,83,83,0.088287779487858,"0"
"1751167","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","11_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","11_5_1000.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,16,"count",NA,NA,16,0.103302114044064,"0"
"1751462","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","11_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","11_5_1000.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,15,"count",NA,NA,15,0.103995448126643,"0"
"1751463","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","11_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",2.5,18,18,0.102060321961145,"0"
"1751465","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","12_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","12_5_1000.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,114,"count",NA,NA,114,0.0858814817898884,"0"
"1751466","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","No Activation","N/A","Preincubation","12_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","12_5_1000.0_ug/Plate_Propylene glycol phenyl ether_C",2,"day",NA,94,"count",NA,NA,94,0.0873282358081537,"0"
"1751468","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","2_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","2_5_1000.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,74,"count",NA,NA,74,0.0891915823482819,"0"
"1751469","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","2_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA100","Test Chemical","2_5_1000.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,79,"count",NA,NA,79,0.088674469045544,"0"
"1751473","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","3_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"TA98","Test Chemical","3_5_1000.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,23,"count",NA,NA,23,0.0995693675146356,"0"
"1751476","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","4_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","4_5_1000.0_ug/Plate_Propylene glycol phenyl ether_A",2,"day",NA,137,"count",NA,NA,137,0.0845470327274721,"0"
"1751477","Propylene glycol phenyl ether","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",1000,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","4_5_1000.0_ug/Plate_Propylene glycol phenyl ether",NA,"eColi pKM101","Test Chemical","4_5_1000.0_ug/Plate_Propylene glycol phenyl ether_B",2,"day",NA,117,"count",NA,NA,117,0.0856903226815803,"0"
"1751748","2-Aminoanthracene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","8_12_2.0_ug/Plate_2-Aminoanthracene",TRUE,"TA98","Positive Control","8_12_2.0_ug/Plate_2-Aminoanthracene_A",2,"day",NA,1740,"count",NA,NA,1740,0.122627351243253,"0"
"1751749","2-Aminoanthracene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","8_12_2.0_ug/Plate_2-Aminoanthracene",TRUE,"TA98","Positive Control","8_12_2.0_ug/Plate_2-Aminoanthracene_B",2,"day",NA,1502,"count",NA,NA,1502,0.124879802988504,"0"
"1751751","2-Aminoanthracene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","8_12_2.0_ug/Plate_2-Aminoanthracene",TRUE,"TA98","Positive Control","",2,"day",NA,NA,"",70.9,1604,1604,0.123863506360509,"0"
"1751752","2-Aminoanthracene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",20,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","9_12_20.0_ug/Plate_2-Aminoanthracene",TRUE,"eColi pKM101","Positive Control","9_12_20.0_ug/Plate_2-Aminoanthracene_A",2,"day",NA,1118,"count",NA,NA,1118,0.0998499362570175,"0"
"1751753","2-Aminoanthracene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",20,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","9_12_20.0_ug/Plate_2-Aminoanthracene",TRUE,"eColi pKM101","Positive Control","9_12_20.0_ug/Plate_2-Aminoanthracene_B",2,"day",NA,997,"count",NA,NA,997,0.101005172738004,"0"
"1751754","2-Aminoanthracene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",20,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","9_12_20.0_ug/Plate_2-Aminoanthracene",TRUE,"eColi pKM101","Positive Control","9_12_20.0_ug/Plate_2-Aminoanthracene_C",2,"day",NA,1067,"count",NA,NA,1067,0.100317620384433,"0"
"1751755","2-Aminoanthracene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",20,"ug/Plate",2015-02-27,"Negative","10% RLI","Rat","Preincubation","9_12_20.0_ug/Plate_2-Aminoanthracene",TRUE,"eColi pKM101","Positive Control","",2,"day",NA,NA,"",35.1,1061,1061,0.100374402421361,"0"
"1751757","2-Aminoanthracene","Genetic Toxicity Evaluation of Propylene Glycol Phenyl Ether in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14011B","002-03275-0003-0000-2","NTP","Negative","G14011B",2,"ug/Plate",2015-03-05,"Negative","10% RLI","Rat","Preincubation","3_12_2.0_ug/Plate_2-Aminoanthracene",TRUE,"TA98","Positive Control","3_12_2.0_ug/Plate_2-Aminoanthracene_B",2,"day",NA,1386,"count",NA,NA,1386,0.12614596735902,"0"
